Title,Body,Labels
"TensorFlow, why was python the chosen language?","<p>I recently started studying deep learning and other ML techniques, and I started searching for frameworks that simplify the process of build a net and training it, then I found TensorFlow, having little experience in the field, for me, it seems that speed is a big factor for making a big ML system even more if working with deep learning, so why python was chosen by Google to make TensorFlow? Wouldn't it be better to make it over an language that can be compiled and not interpreted?</p>

<p>What are the advantages of using Python over a language like C++ for machine learning?</p>
",
TensorFlow: getting variable by name,"<p>When using the TensorFlow Python API, I created a variable (without specifying its <code>name</code> in the constructor), and its <code>name</code> property had the value <code>""Variable_23:0""</code>.  When I try to select this variable using <code>tf.get_variable(""Variable23"")</code>, a new variable called <code>""Variable_23_1:0""</code> is created instead. How do I correctly select <code>""Variable_23""</code> instead of creating a new one? </p>

<p>What I want to do is select the variable by name, and reinitialize it so I can finetune weights.</p>
",
Using a pre-trained word embedding (word2vec or Glove) in TensorFlow,"<p>I've recently reviewed an interesting implementation for <a href=""http://www.wildml.com/2015/12/implementing-a-cnn-for-text-classification-in-tensorflow/"">convolutional text classification</a>. However all TensorFlow code I've reviewed uses a random (not pre-trained) embedding vectors like the following:</p>

<pre><code>with tf.device('/cpu:0'), tf.name_scope(""embedding""):
    W = tf.Variable(
        tf.random_uniform([vocab_size, embedding_size], -1.0, 1.0),
        name=""W"")
    self.embedded_chars = tf.nn.embedding_lookup(W, self.input_x)
    self.embedded_chars_expanded = tf.expand_dims(self.embedded_chars, -1)
</code></pre>

<p>Does anybody know how to use the results of Word2vec or a GloVe pre-trained word embedding instead of a random one?</p>
",
"TensorFlow: ""Attempting to use uninitialized value"" in variable initialization","<p>I am trying to implement multivariate linear regression in Python using TensorFlow, but have run into some logical and implementation issues. My code throws the following error:</p>

<pre><code>Attempting to use uninitialized value Variable
Caused by op u'Variable/read'
</code></pre>

<p>Ideally the <code>weights</code> output should be <code>[2, 3]</code></p>

<pre><code>def hypothesis_function(input_2d_matrix_trainingexamples,
                        output_matrix_of_trainingexamples,
                        initial_parameters_of_hypothesis_function,
                        learning_rate, num_steps):
    # calculate num attributes and num examples
    number_of_attributes = len(input_2d_matrix_trainingexamples[0])
    number_of_trainingexamples = len(input_2d_matrix_trainingexamples)

    #Graph inputs
    x = []
    for i in range(0, number_of_attributes, 1):
        x.append(tf.placeholder(""float""))
    y_input = tf.placeholder(""float"")

    # Create Model and Set Model weights
    parameters = []
    for i in range(0, number_of_attributes, 1):
        parameters.append(
            tf.Variable(initial_parameters_of_hypothesis_function[i]))

    #Contruct linear model
    y = tf.Variable(parameters[0], ""float"")
    for i in range(1, number_of_attributes, 1):
        y = tf.add(y, tf.multiply(x[i], parameters[i]))

    # Minimize the mean squared errors
    loss = tf.reduce_mean(tf.square(y - y_input))
    optimizer = tf.train.GradientDescentOptimizer(learning_rate)
    train = optimizer.minimize(loss)

    #Initialize the variables
    init = tf.initialize_all_variables()

    # launch the graph
    session = tf.Session()
    session.run(init)
    for step in range(1, num_steps + 1, 1):
        for i in range(0, number_of_trainingexamples, 1):
            feed = {}
            for j in range(0, number_of_attributes, 1):
                array = [input_2d_matrix_trainingexamples[i][j]]
                feed[j] = array
            array1 = [output_matrix_of_trainingexamples[i]]
            feed[number_of_attributes] = array1
            session.run(train, feed_dict=feed)

    for i in range(0, number_of_attributes - 1, 1):
        print (session.run(parameters[i]))

array = [[0.0, 1.0, 2.0], [0.0, 2.0, 3.0], [0.0, 4.0, 5.0]]
hypothesis_function(array, [8.0, 13.0, 23.0], [1.0, 1.0, 1.0], 0.01, 200)
</code></pre>
",
Tensorflow: How to get a tensor by name?,"<p>I'm having trouble recovering a tensor by name, I don't even know if it's possible.</p>

<p>I have a function that creates my graph:</p>

<pre><code>def create_structure(tf, x, input_size,dropout):    
 with tf.variable_scope(""scale_1"") as scope:
  W_S1_conv1 = deep_dive.weight_variable_scaling([7,7,3,64], name='W_S1_conv1')
  b_S1_conv1 = deep_dive.bias_variable([64])
  S1_conv1 = tf.nn.relu(deep_dive.conv2d(x_image, W_S1_conv1,strides=[1, 2, 2, 1], padding='SAME') + b_S1_conv1, name=""Scale1_first_relu"")
.
.
.
return S3_conv1,regularizer
</code></pre>

<p>I want to access the variable S1_conv1 outside this function. I tried:</p>

<pre><code>with tf.variable_scope('scale_1') as scope_conv: 
 tf.get_variable_scope().reuse_variables()
 ft=tf.get_variable('Scale1_first_relu')
</code></pre>

<p>But that is giving me an error:</p>

<p>ValueError: Under-sharing: Variable scale_1/Scale1_first_relu does not exist, disallowed. Did you mean to set reuse=None in VarScope?</p>

<p>But this works:</p>

<pre><code>with tf.variable_scope('scale_1') as scope_conv: 
 tf.get_variable_scope().reuse_variables()
 ft=tf.get_variable('W_S1_conv1')
</code></pre>

<p>I can get around this with</p>

<pre><code>return S3_conv1,regularizer, S1_conv1
</code></pre>

<p>but I don't want to do that.</p>

<p>I think my problem is that S1_conv1 is not really a variable, it's just a tensor. Is there a way to do what I want?</p>
",
TensorFlow: cast a float64 tensor to float32,"<p>I am trying to use: <code>train = optimizer.minimize(loss)</code> but the standard optimizers do not work with <code>tf.float64</code>. Therefore I want to truncate my <code>loss</code> from <code>tf.float64</code> to only <code>tf.float32</code>.  </p>

<pre><code>Traceback (most recent call last):
  File ""q4.py"", line 85, in &lt;module&gt;
    train = optimizer.minimize(loss)
  File ""/Library/Python/2.7/site-packages/tensorflow/python/training/optimizer.py"", line 190, in minimize
    colocate_gradients_with_ops=colocate_gradients_with_ops)
  File ""/Library/Python/2.7/site-packages/tensorflow/python/training/optimizer.py"", line 229, in compute_gradients
    self._assert_valid_dtypes([loss])
  File ""/Library/Python/2.7/site-packages/tensorflow/python/training/optimizer.py"", line 354, in _assert_valid_dtypes
    dtype, t.name, [v for v in valid_dtypes]))
ValueError: Invalid type tf.float64 for Add_1:0, expected: [tf.float32].
</code></pre>
",
Compute gradient norm of each part of composite loss function,"<p>Assume I have the following loss function:</p>

<pre><code>loss_a = tf.reduce_mean(my_loss_fn(model_output, targets))
loss_b = tf.reduce_mean(my_other_loss_fn(model_output, targets))
loss_final = loss_a + tf.multiply(alpha, loss_b)
</code></pre>

<p>To visualize the norm of the gradients w.r.t to <code>loss_final</code> one could do this:</p>

<pre><code>optimizer = tf.train.AdamOptimizer(learning_rate=0.001)
grads_and_vars = optimizer.compute_gradients(loss_final)
grads, _ = list(zip(*grads_and_vars))
norms = tf.global_norm(grads)
gradnorm_s = tf.summary.scalar('gradient norm', norms)
train_op = optimizer.apply_gradients(grads_and_vars, name='train_op')
</code></pre>

<p>However, I would like to plot the norm of the gradients w.r.t to <code>loss_a</code> and <code>loss_b</code> separately. How can I do this in the <em>most efficient</em> way? Do I have to call <code>compute_gradients(..)</code> on both <code>loss_a</code> and <code>loss_b</code> separately and then add those two gradients together before passing them to <code>optimizer.apply_gradients(..)</code>? I know that this would mathematically be correct due to the summation rule, but it just seems a bit cumbersome and I also don't know how you would implement the summation of the gradients correctly. Also, <code>loss_final</code> is rather simple, because it's just a summation. What if <code>loss_final</code> was more complicated, e.g. a division?</p>

<p>I'm using Tensorflow 0.12.</p>
",
How to add if condition in a TensorFlow graph?,"<p>Let's say I have following code:</p>

<pre><code>x = tf.placeholder(""float32"", shape=[None, ins_size**2*3], name = ""x_input"")
condition = tf.placeholder(""int32"", shape=[1, 1], name = ""condition"")
W = tf.Variable(tf.zeros([ins_size**2*3,label_option]), name = ""weights"")
b = tf.Variable(tf.zeros([label_option]), name = ""bias"")

if condition &gt; 0:
    y = tf.nn.softmax(tf.matmul(x, W) + b)
else:
    y = tf.nn.softmax(tf.matmul(x, W) - b)  
</code></pre>

<p>Would the <code>if</code> statement work in the calculation (I do not think so)? If not, how can I add an <code>if</code> statement into the TensorFlow calculation graph? </p>
",
TensorFlow: Unpooling,"<p>Is there TensorFlow native function that does unpooling for Deconvolutional Networks ? </p>

<p>I have written this in normal python, but it is getting complicated when want to translate it to TensorFlow as it's objects does not even support item assignment at the moment, and I think this is a great inconvenience with TF.</p>
",
Tensorflow dense gradient explanation?,"<p>I recently implemented a model and when I ran it I received this warning:</p>

<pre><code>UserWarning: Converting sparse IndexedSlices to a dense Tensor of unknown shape. 
This may consume a large amount of memory.
""Converting sparse IndexedSlices to a dense Tensor of unknown shape. ""
</code></pre>

<p>With some similar parameter settings (embedding dimensionalities) suddenly the model is ridiculously slow.</p>

<ol>
<li>What does this warning imply? It appears that something I've done has caused all of the gradients to be dense and so backprop is doing dense matrix computations</li>
<li>If it's that there is an issue with the model that's causing this, how can I identify it and fix it?</li>
</ol>
",
Disable Tensorflow debugging information,"<p>By debugging information I mean what TensorFlow shows in my terminal about loaded libraries and found devices etc. not the python errors.</p>

<pre><code>I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:900] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_init.cc:102] Found device 0 with properties: 
name: Graphics Device
major: 5 minor: 2 memoryClockRate (GHz) 1.0885
pciBusID 0000:04:00.0
Total memory: 12.00GiB
Free memory: 11.83GiB
I tensorflow/core/common_runtime/gpu/gpu_init.cc:126] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_init.cc:136] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:717] Creating TensorFlow device (/gpu:0) -&gt; (device: 0, name: Graphics Device, pci bus id: 0000:04:00.0)
I tensorflow/core/common_runtime/gpu/gpu_bfc_allocator.cc:51] Creating bin of max chunk size 1.0KiB
...
</code></pre>
",
What's the difference of name scope and a variable scope in tensorflow?,"<p>What's the differences between these functions?</p>

<blockquote>
  <p><code>tf.variable_op_scope(values, name, default_name, initializer=None)</code></p>
  
  <p>Returns a context manager for defining an op that creates variables.
  This context manager validates that the given values are from the same graph, ensures that that graph is the default graph, and pushes a name scope and a variable scope.</p>
</blockquote>

<hr>

<blockquote>
  <p><code>tf.op_scope(values, name, default_name=None)</code></p>
  
  <p>Returns a context manager for use when defining a Python op.
  This context manager validates that the given values are from the same graph, ensures that that graph is the default graph, and pushes a name scope.            </p>
</blockquote>

<hr>

<blockquote>
  <p><code>tf.name_scope(name)</code></p>
  
  <p>Wrapper for <code>Graph.name_scope()</code> using the default graph.
  See <code>Graph.name_scope()</code> for more details.</p>
</blockquote>

<hr>

<blockquote>
  <p><code>tf.variable_scope(name_or_scope, reuse=None, initializer=None)</code></p>
  
  <p>Returns a context for variable scope.
  Variable scope allows to create new variables and to share already created ones while providing checks to not create or share by accident. For details, see the Variable Scope How To, here we present only a few basic examples.  </p>
</blockquote>
",
